"Date","Price","Open","High","Low","Vol.","Change %"
"02/14/2024","24.855","25.105","25.415","24.555","0.82K","-2.28%"
"02/13/2024","25.435","26.150","26.495","25.250","0.81K","-1.15%"
"02/12/2024","25.730","26.180","26.325","25.630","0.52K","-5.11%"
"02/09/2024","27.115","27.255","27.450","26.650","0.27K","-2.50%"
"02/08/2024","27.810","28.150","28.505","27.665","0.59K","-1.33%"
"02/07/2024","28.185","28.225","28.845","28.005","0.28K","-1.47%"
"02/06/2024","28.605","28.420","29.200","27.800","0.33K","0.94%"
"02/05/2024","28.340","29.850","29.850","28.080","0.48K","-3.29%"
"02/02/2024","29.305","28.630","29.540","28.630","1.46K","1.09%"
"02/01/2024","28.990","30.140","30.715","28.800","1.04K","-4.12%"
"01/31/2024","30.235","29.490","31.050","29.180","0.20K","2.87%"
"01/30/2024","29.391","28.050","28.550","28.050","0.09K","4.32%"
"01/29/2024","28.175","28.540","28.950","28.155","0.21K","0.34%"
"01/26/2024","28.079","27.140","27.975","26.840","0.06K","1.06%"
"01/25/2024","27.785","28.800","29.215","27.485","0.12K","-3.96%"
"01/24/2024","28.930","27.455","29.130","27.445","0.63K","6.26%"
"01/23/2024","27.225","27.375","27.780","26.725","0.92K","-0.15%"
"01/22/2024","27.265","27.105","27.800","26.755","0.35K","-4.09%"
"01/19/2024","28.429","28.600","29.130","28.175","0.29K","1.91%"
"01/18/2024","27.895","27.675","28.705","27.550","0.38K","0.67%"
"01/17/2024","27.710","29.135","29.600","27.440","0.22K","-6.56%"
"01/16/2024","29.655","31.310","31.535","29.320","0.90K","-0.87%"
"01/15/2024","29.915","31.310","31.520","29.320","0.44K","-6.49%"
"01/12/2024","31.990","31.460","32.200","30.930","1.42K","3.81%"
"01/11/2024","30.815","30.700","31.000","30.235","0.41K","-0.40%"
"01/10/2024","30.940","31.145","31.450","30.325","0.49K","0.98%"
"01/09/2024","30.640","30.405","31.800","30.230","0.50K","-2.98%"
"01/08/2024","31.580","33.750","33.950","31.315","1.34K","-8.60%"
"01/05/2024","34.550","32.460","35.045","32.460","0.48K","3.41%"
"01/04/2024","33.410","33.575","33.920","32.125","1.12K","1.88%"
"01/03/2024","32.795","30.485","33.205","30.485","1.72K","7.28%"
"01/02/2024","30.570","33.395","33.395","30.070","0.32K","-5.50%"
"12/29/2023","32.350","33.550","34.065","31.635","0.21K","-2.28%"
"12/28/2023","33.105","34.015","34.015","34.010","1.00K","-6.79%"
"12/27/2023","35.515","36.875","36.875","35.500","0.63K","3.92%"
"12/26/2023","34.175","34.175","34.175","34.175","","0.00%"
"12/22/2023","34.174","34.560","34.665","33.480","0.70K","-0.09%"
"12/21/2023","34.205","34.270","36.245","33.970","0.66K","2.04%"
"12/20/2023","33.520","34.560","34.560","32.905","0.69K","2.92%"
"12/19/2023","32.570","34.330","34.330","32.180","0.58K","-8.31%"
"12/18/2023","35.520","33.635","37.385","32.465","2.61K","7.02%"
"12/15/2023","33.190","33.895","34.430","33.010","0.22K","-4.76%"
"12/14/2023","34.850","36.650","36.650","34.585","0.41K","-2.68%"
"12/13/2023","35.810","34.675","36.250","34.675","2.34K","3.18%"
"12/12/2023","34.705","36.430","36.535","34.535","0.85K","-3.92%"
"12/11/2023","36.120","36.345","37.155","35.950","1.19K","-6.42%"
"12/08/2023","38.600","41.275","41.650","38.595","0.14K","-3.43%"
"12/07/2023","39.970","39.800","40.885","39.610","0.08K","1.67%"
"12/06/2023","39.315","38.995","39.780","38.920","1.32K","3.09%"
"12/05/2023","38.135","39.455","39.920","37.940","2.35K","-4.91%"
"12/04/2023","40.105","41.815","41.900","39.905","0.85K","-7.80%"
"12/01/2023","43.496","42.795","44.120","41.745","1.01K","3.34%"
"11/30/2023","42.090","40.440","43.030","40.375","1.66K","4.29%"
"11/29/2023","40.360","41.275","41.275","39.570","0.22K","-5.65%"
"11/28/2023","42.775","44.095","44.095","42.070","4.86K","-2.75%"
"11/27/2023","43.985","45.045","45.045","43.740","1.24K","-5.72%"
"11/24/2023","46.655","46.250","47.180","44.930","0.36K","0.16%"
"11/23/2023","46.580","46.250","47.075","44.930","0.14K","4.40%"
"11/22/2023","44.615","44.050","45.130","43.355","0.25K","1.25%"
"11/21/2023","44.065","46.175","46.175","43.205","1.49K","-3.83%"
"11/20/2023","45.820","47.035","47.520","45.210","0.85K","1.68%"
"11/17/2023","45.064","46.100","46.750","44.850","0.29K","-1.71%"
"11/16/2023","45.850","46.470","47.820","45.485","0.24K","-2.52%"
"11/15/2023","47.035","48.495","49.380","46.485","0.35K","-1.21%"
"11/14/2023","47.610","46.895","48.000","46.065","1.54K","-0.55%"
"11/13/2023","47.875","45.940","47.995","44.565","0.20K","2.67%"
"11/10/2023","46.630","47.045","47.355","45.735","0.27K","-3.12%"
"11/09/2023","48.130","45.010","49.060","45.010","1.56K","5.14%"
"11/08/2023","45.775","45.750","46.210","45.000","0.91K","-0.61%"
"11/07/2023","46.055","45.240","47.050","45.005","2.22K","2.73%"
"11/06/2023","44.830","47.000","47.000","44.695","2.34K","-6.71%"
"11/03/2023","48.057","49.225","50.370","46.960","2.33K","-1.05%"
"11/02/2023","48.565","48.175","49.345","46.225","2.26K","1.70%"
"11/01/2023","47.755","46.590","48.945","46.450","3.92K","-0.52%"
"10/31/2023","48.005","51.490","51.960","47.650","2.90K","-5.03%"
"10/30/2023","50.547","54.425","54.425","50.900","0.04K","0.03%"
"10/27/2023","50.530","51.000","51.595","49.850","0.23K","-0.55%"
"10/26/2023","50.810","51.000","52.200","49.510","2.15K","1.77%"
"10/25/2023","49.925","50.280","51.105","48.910","0.80K","1.34%"
"10/24/2023","49.265","50.600","53.025","48.490","2.20K","-3.92%"
"10/23/2023","51.275","48.230","51.610","48.230","0.19K","0.32%"
"10/20/2023","51.112","52.845","52.845","49.510","1.69K","1.88%"
"10/19/2023","50.170","48.930","50.610","46.835","0.58K","-1.31%"
"10/18/2023","50.835","48.900","51.575","47.650","0.39K","3.97%"
"10/17/2023","48.895","48.210","49.390","46.405","0.20K","0.89%"
"10/16/2023","48.465","52.665","52.985","48.260","0.69K","-10.22%"
"10/13/2023","53.982","53.310","55.670","51.185","0.52K","1.85%"
"10/12/2023","53.000","45.795","53.165","45.345","1.73K","15.04%"
"10/11/2023","46.070","48.685","49.530","45.675","3.01K","-6.84%"
"10/10/2023","49.455","46.010","49.730","45.230","2.09K","12.51%"
"10/09/2023","43.955","41.170","44.535","40.620","0.86K","14.97%"
"10/06/2023","38.231","36.000","38.515","35.915","2.78K","5.60%"
"10/05/2023","36.205","37.620","37.620","36.050","1.07K","-5.81%"
"10/04/2023","38.440","37.600","38.645","36.965","1.34K","3.93%"
"10/03/2023","36.985","37.890","37.890","35.880","1.98K","-5.97%"
"10/02/2023","39.335","40.610","40.610","38.555","1.43K","-6.03%"
"09/29/2023","41.859","43.000","43.000","41.230","2.02K","5.34%"
"09/28/2023","39.736","40.630","41.600","39.500","1.78K","1.12%"
"09/27/2023","39.295","39.000","39.800","38.720","0.34K","-2.54%"
"09/26/2023","40.320","42.850","42.980","39.300","0.83K","-9.27%"
"09/25/2023","44.440","39.475","44.730","39.475","0.49K","11.68%"
"09/22/2023","39.791","39.915","41.735","39.455","2.93K","1.75%"
"09/21/2023","39.105","35.695","39.335","35.695","4.22K","4.88%"
"09/20/2023","37.285","38.575","39.270","35.675","2.60K","1.37%"
"09/19/2023","36.780","34.250","37.490","34.050","1.54K","6.69%"
"09/18/2023","34.475","34.495","35.820","33.950","2.55K","-5.51%"
"09/15/2023","36.485","35.130","36.710","34.815","2.24K","2.72%"
"09/14/2023","35.520","37.450","37.720","35.180","2.22K","-3.52%"
"09/13/2023","36.815","35.270","37.975","35.270","1.87K","6.10%"
"09/12/2023","34.700","35.130","36.575","34.335","1.24K","-3.21%"
"09/11/2023","35.850","36.540","37.710","35.605","1.66K","3.88%"
"09/08/2023","34.510","35.090","36.860","33.985","1.93K","5.36%"
"09/07/2023","32.755","30.955","33.110","30.570","0.19K","5.41%"
"09/06/2023","31.075","33.680","34.100","30.800","2.98K","-9.80%"
"09/05/2023","34.450","36.250","37.000","32.925","3.02K","1.94%"
"09/04/2023","33.795","36.250","37.000","33.025","1.95K","-5.12%"
"09/01/2023","35.617","35.750","37.155","34.315","3.05K","1.68%"
"08/31/2023","35.030","39.000","39.000","34.820","2.85K","-2.67%"
"08/30/2023","35.992","34.425","36.100","34.425","3.14K","2.26%"
"08/29/2023","35.195","36.885","36.885","34.805","1.95K","-8.38%"
"08/28/2023","38.415","35.495","38.480","35.495","0.11K","10.47%"
"08/25/2023","34.775","34.300","35.700","33.560","0.45K","8.88%"
"08/24/2023","31.940","33.165","33.480","31.725","0.50K","-13.17%"
"08/23/2023","36.785","41.650","42.495","36.475","0.72K","-14.27%"
"08/22/2023","42.910","39.355","44.700","39.355","5.92K","5.22%"
"08/21/2023","40.780","38.575","40.870","38.480","0.43K","12.00%"
"08/18/2023","36.410","36.265","37.750","35.685","0.55K","-1.13%"
"08/17/2023","36.825","37.150","39.325","36.325","0.59K","-2.54%"
"08/16/2023","37.785","41.830","41.830","37.160","1.42K","-2.65%"
"08/15/2023","38.815","36.835","40.500","36.200","1.70K","12.72%"
"08/14/2023","34.435","36.650","36.655","33.725","0.46K","-2.45%"
"08/11/2023","35.300","37.000","37.025","35.180","0.67K","-4.74%"
"08/10/2023","37.055","37.095","39.465","36.590","1.30K","-6.96%"
"08/09/2023","39.825","33.150","43.245","33.150","0.67K","28.20%"
"08/08/2023","31.065","29.810","31.695","29.785","0.82K","1.90%"
"08/07/2023","30.485","29.800","31.070","29.550","1.38K","5.66%"
"08/04/2023","28.853","29.500","29.785","28.645","1.45K","-5.32%"
"08/03/2023","30.475","29.875","31.350","29.680","2.08K","6.04%"
"08/02/2023","28.740","27.300","29.155","27.300","2.30K","5.95%"
"08/01/2023","27.125","29.115","29.115","26.980","2.04K","-4.37%"
"07/31/2023","28.365","27.805","28.925","27.170","0.62K","9.77%"
"07/28/2023","25.841","27.275","27.275","26.050","1.29K","-9.12%"
"07/27/2023","28.435","29.250","29.450","28.105","0.45K","-2.87%"
"07/26/2023","29.275","32.780","32.780","29.065","0.64K","-10.34%"
"07/25/2023","32.650","30.220","32.870","30.220","0.28K","6.86%"
"07/24/2023","30.555","28.150","30.425","28.150","0.28K","8.49%"
"07/21/2023","28.164","30.000","30.530","28.615","0.22K","0.51%"
"07/20/2023","28.020","25.540","27.915","25.540","0.48K","3.91%"
"07/19/2023","26.965","27.155","28.130","25.590","0.88K","-0.39%"
"07/18/2023","27.070","26.000","27.495","25.265","1.76K","7.85%"
"07/17/2023","25.100","24.465","25.785","24.465","3.05K","-3.30%"
"07/14/2023","25.957","27.570","28.700","25.110","1.82K","-2.44%"
"07/13/2023","26.605","26.885","27.545","26.230","0.37K","-0.13%"
"07/12/2023","26.640","28.455","28.580","26.320","1.54K","-8.33%"
"07/11/2023","29.060","29.930","29.930","28.910","0.54K","-3.85%"
"07/10/2023","30.225","32.830","32.830","29.555","0.77K","-9.72%"
"07/07/2023","33.478","33.300","33.585","32.705","0.26K","3.49%"
"07/06/2023","32.350","33.240","33.240","32.300","1.41K","-5.89%"
